,Zip Code,Stores per Zip,Store Number,Year,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Area,Total Pop,Median HH Inc,Per Capita Inc,White,Afr Amer,Native Amer,Asian Amer,Pac Islander,Other,Bi- Multi-Racial,Hispanic or Latino,Med Age,<5 years,5-17 yrs,18-20 yrs,21-24 yrs,25-34 yrs,35-44 yrs,45-54 yrs,55-59 yrs,60-64 yrs,65-74 yrs,78-84 yrs,85+ yrs,% P16+ in labor force,Total # Homes Owned,Med. Home Value,Tot Housing units,Owner occupied housing units,Renter occupied housing units,households,Family households,Married-couple family households,Single mother households,Nonfamily households,Single Occupancy,Avg HH Size,Avg Family Size,Pop Below Poverty Level,% P25+ HS Grad,% P25-54 BA+,21-54 years,21+ years,P21-54/Stores/Zip,P21+/Stores/Zip
98,50021,24,4665,2015,605,5822.82,426.62,50021,31148.0,56977.0,25657.0,30200.0,259.0,45.0,275.0,7.0,120.0,242.0,321.0,32.8,2529.0,5948.0,1495.0,1802.0,4981.0,5220.0,4262.0,1346.0,1013.0,1420.0,791.0,341.0,80.2,7513.0,133500.0,12364.0,8757.0,3021.0,11778.0,8480.0,7382.0,822.0,3298.0,2424.0,2.59,3.05,30495.0,95.0,38.5,16265.0,21176.0,677.708333333,882.333333333
100,50021,24,4726,2015,348,4833.96,363.0,50021,31148.0,56977.0,25657.0,30200.0,259.0,45.0,275.0,7.0,120.0,242.0,321.0,32.8,2529.0,5948.0,1495.0,1802.0,4981.0,5220.0,4262.0,1346.0,1013.0,1420.0,791.0,341.0,80.2,7513.0,133500.0,12364.0,8757.0,3021.0,11778.0,8480.0,7382.0,822.0,3298.0,2424.0,2.59,3.05,30495.0,95.0,38.5,16265.0,21176.0,677.708333333,882.333333333
102,50021,24,4727,2015,198,2875.5,202.5,50021,31148.0,56977.0,25657.0,30200.0,259.0,45.0,275.0,7.0,120.0,242.0,321.0,32.8,2529.0,5948.0,1495.0,1802.0,4981.0,5220.0,4262.0,1346.0,1013.0,1420.0,791.0,341.0,80.2,7513.0,133500.0,12364.0,8757.0,3021.0,11778.0,8480.0,7382.0,822.0,3298.0,2424.0,2.59,3.05,30495.0,95.0,38.5,16265.0,21176.0,677.708333333,882.333333333
104,50021,24,4810,2015,764,9260.7,617.67,50021,31148.0,56977.0,25657.0,30200.0,259.0,45.0,275.0,7.0,120.0,242.0,321.0,32.8,2529.0,5948.0,1495.0,1802.0,4981.0,5220.0,4262.0,1346.0,1013.0,1420.0,791.0,341.0,80.2,7513.0,133500.0,12364.0,8757.0,3021.0,11778.0,8480.0,7382.0,822.0,3298.0,2424.0,2.59,3.05,30495.0,95.0,38.5,16265.0,21176.0,677.708333333,882.333333333
108,50022,13,2591,2015,3458,49416.0,3497.37,50022,8698.0,33972.0,17615.0,8574.0,25.0,10.0,17.0,4.0,39.0,29.0,73.0,41.6,472.0,1544.0,327.0,300.0,851.0,1287.0,1154.0,456.0,435.0,821.0,705.0,346.0,66.9,2087.0,68000.0,3929.0,2623.0,1040.0,3663.0,2408.0,1996.0,299.0,1255.0,1134.0,2.28,2.83,8568.0,84.3,19.5,3592.0,6355.0,276.307692308,488.846153846
110,50022,13,3833,2015,1260,17176.62,1485.0,50022,8698.0,33972.0,17615.0,8574.0,25.0,10.0,17.0,4.0,39.0,29.0,73.0,41.6,472.0,1544.0,327.0,300.0,851.0,1287.0,1154.0,456.0,435.0,821.0,705.0,346.0,66.9,2087.0,68000.0,3929.0,2623.0,1040.0,3663.0,2408.0,1996.0,299.0,1255.0,1134.0,2.28,2.83,8568.0,84.3,19.5,3592.0,6355.0,276.307692308,488.846153846
112,50022,13,4114,2015,925,13719.45,938.52,50022,8698.0,33972.0,17615.0,8574.0,25.0,10.0,17.0,4.0,39.0,29.0,73.0,41.6,472.0,1544.0,327.0,300.0,851.0,1287.0,1154.0,456.0,435.0,821.0,705.0,346.0,66.9,2087.0,68000.0,3929.0,2623.0,1040.0,3663.0,2408.0,1996.0,299.0,1255.0,1134.0,2.28,2.83,8568.0,84.3,19.5,3592.0,6355.0,276.307692308,488.846153846
114,50022,13,4313,2015,738,9030.94,958.5,50022,8698.0,33972.0,17615.0,8574.0,25.0,10.0,17.0,4.0,39.0,29.0,73.0,41.6,472.0,1544.0,327.0,300.0,851.0,1287.0,1154.0,456.0,435.0,821.0,705.0,346.0,66.9,2087.0,68000.0,3929.0,2623.0,1040.0,3663.0,2408.0,1996.0,299.0,1255.0,1134.0,2.28,2.83,8568.0,84.3,19.5,3592.0,6355.0,276.307692308,488.846153846
116,50022,13,5081,2015,381,3024.42,263.84,50022,8698.0,33972.0,17615.0,8574.0,25.0,10.0,17.0,4.0,39.0,29.0,73.0,41.6,472.0,1544.0,327.0,300.0,851.0,1287.0,1154.0,456.0,435.0,821.0,705.0,346.0,66.9,2087.0,68000.0,3929.0,2623.0,1040.0,3663.0,2408.0,1996.0,299.0,1255.0,1134.0,2.28,2.83,8568.0,84.3,19.5,3592.0,6355.0,276.307692308,488.846153846
118,50022,13,5082,2015,117,1091.43,79.19,50022,8698.0,33972.0,17615.0,8574.0,25.0,10.0,17.0,4.0,39.0,29.0,73.0,41.6,472.0,1544.0,327.0,300.0,851.0,1287.0,1154.0,456.0,435.0,821.0,705.0,346.0,66.9,2087.0,68000.0,3929.0,2623.0,1040.0,3663.0,2408.0,1996.0,299.0,1255.0,1134.0,2.28,2.83,8568.0,84.3,19.5,3592.0,6355.0,276.307692308,488.846153846
121,50025,4,3631,2015,731,8754.68,797.25,50025,3766.0,35266.0,19233.0,3744.0,7.0,2.0,1.0,0.0,0.0,12.0,9.0,42.5,240.0,730.0,88.0,102.0,340.0,519.0,437.0,197.0,198.0,402.0,351.0,162.0,61.0,933.0,54900.0,1634.0,1204.0,319.0,1523.0,1056.0,936.0,91.0,467.0,437.0,2.39,2.95,3702.0,82.2,13.9,1398.0,2708.0,349.5,677.0
122,50025,4,5173,2015,422,4804.9,378.43,50025,3766.0,35266.0,19233.0,3744.0,7.0,2.0,1.0,0.0,0.0,12.0,9.0,42.5,240.0,730.0,88.0,102.0,340.0,519.0,437.0,197.0,198.0,402.0,351.0,162.0,61.0,933.0,54900.0,1634.0,1204.0,319.0,1523.0,1056.0,936.0,91.0,467.0,437.0,2.39,2.95,3702.0,82.2,13.9,1398.0,2708.0,349.5,677.0
125,50028,3,4322,2015,105,1298.46,96.62,50028,1554.0,39650.0,18555.0,1530.0,12.0,1.0,6.0,0.0,4.0,1.0,4.0,38.3,102.0,294.0,51.0,67.0,195.0,251.0,198.0,74.0,60.0,121.0,90.0,51.0,69.3,328.0,81100.0,666.0,444.0,189.0,633.0,440.0,353.0,65.0,193.0,162.0,2.39,2.87,1511.0,88.1,11.2,711.0,1107.0,237.0,369.0
126,50028,3,5179,2015,66,890.88,55.5,50028,1554.0,39650.0,18555.0,1530.0,12.0,1.0,6.0,0.0,4.0,1.0,4.0,38.3,102.0,294.0,51.0,67.0,195.0,251.0,198.0,74.0,60.0,121.0,90.0,51.0,69.3,328.0,81100.0,666.0,444.0,189.0,633.0,440.0,353.0,65.0,193.0,162.0,2.39,2.87,1511.0,88.1,11.2,711.0,1107.0,237.0,369.0
128,50033,2,4667,2015,458,4582.04,356.11,50033,55.0,33750.0,17959.0,53.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.8,4.0,7.0,2.0,5.0,7.0,11.0,7.0,3.0,3.0,3.0,2.0,1.0,80.0,7.0,57000.0,24.0,18.0,5.0,23.0,15.0,14.0,1.0,8.0,5.0,2.39,2.87,44.0,87.1,9.7,30.0,42.0,15.0,21.0
130,50035,2,4757,2015,831,9664.23,677.19,50035,2964.0,55505.0,22575.0,2919.0,2.0,5.0,8.0,1.0,6.0,23.0,26.0,34.3,216.0,710.0,103.0,89.0,399.0,576.0,425.0,135.0,94.0,131.0,67.0,19.0,75.9,811.0,107500.0,1077.0,923.0,121.0,1044.0,845.0,726.0,92.0,199.0,173.0,2.84,3.19,2999.0,94.3,24.0,1489.0,1935.0,744.5,967.5
132,50036,18,2505,2015,5221,70810.55,5593.45,50036,16185.0,39966.0,19901.0,15932.0,56.0,35.0,33.0,0.0,48.0,81.0,132.0,38.6,999.0,2956.0,655.0,759.0,1871.0,2502.0,2270.0,774.0,686.0,1278.0,942.0,493.0,69.9,4053.0,71800.0,6954.0,4845.0,1763.0,6608.0,4394.0,3636.0,573.0,2214.0,1888.0,2.39,2.94,15779.0,90.2,19.9,7402.0,11575.0,411.222222222,643.055555556
134,50036,18,4023,2015,1536,23959.8,1668.0,50036,16185.0,39966.0,19901.0,15932.0,56.0,35.0,33.0,0.0,48.0,81.0,132.0,38.6,999.0,2956.0,655.0,759.0,1871.0,2502.0,2270.0,774.0,686.0,1278.0,942.0,493.0,69.9,4053.0,71800.0,6954.0,4845.0,1763.0,6608.0,4394.0,3636.0,573.0,2214.0,1888.0,2.39,2.94,15779.0,90.2,19.9,7402.0,11575.0,411.222222222,643.055555556
136,50036,18,4107,2015,2145,31116.14,2558.45,50036,16185.0,39966.0,19901.0,15932.0,56.0,35.0,33.0,0.0,48.0,81.0,132.0,38.6,999.0,2956.0,655.0,759.0,1871.0,2502.0,2270.0,774.0,686.0,1278.0,942.0,493.0,69.9,4053.0,71800.0,6954.0,4845.0,1763.0,6608.0,4394.0,3636.0,573.0,2214.0,1888.0,2.39,2.94,15779.0,90.2,19.9,7402.0,11575.0,411.222222222,643.055555556
138,50036,18,4408,2015,356,2926.35,190.1,50036,16185.0,39966.0,19901.0,15932.0,56.0,35.0,33.0,0.0,48.0,81.0,132.0,38.6,999.0,2956.0,655.0,759.0,1871.0,2502.0,2270.0,774.0,686.0,1278.0,942.0,493.0,69.9,4053.0,71800.0,6954.0,4845.0,1763.0,6608.0,4394.0,3636.0,573.0,2214.0,1888.0,2.39,2.94,15779.0,90.2,19.9,7402.0,11575.0,411.222222222,643.055555556
140,50036,18,4409,2015,235,2736.8,225.67,50036,16185.0,39966.0,19901.0,15932.0,56.0,35.0,33.0,0.0,48.0,81.0,132.0,38.6,999.0,2956.0,655.0,759.0,1871.0,2502.0,2270.0,774.0,686.0,1278.0,942.0,493.0,69.9,4053.0,71800.0,6954.0,4845.0,1763.0,6608.0,4394.0,3636.0,573.0,2214.0,1888.0,2.39,2.94,15779.0,90.2,19.9,7402.0,11575.0,411.222222222,643.055555556
142,50036,18,4664,2015,369,2657.15,255.75,50036,16185.0,39966.0,19901.0,15932.0,56.0,35.0,33.0,0.0,48.0,81.0,132.0,38.6,999.0,2956.0,655.0,759.0,1871.0,2502.0,2270.0,774.0,686.0,1278.0,942.0,493.0,69.9,4053.0,71800.0,6954.0,4845.0,1763.0,6608.0,4394.0,3636.0,573.0,2214.0,1888.0,2.39,2.94,15779.0,90.2,19.9,7402.0,11575.0,411.222222222,643.055555556
144,50036,18,4701,2015,213,2714.28,240.75,50036,16185.0,39966.0,19901.0,15932.0,56.0,35.0,33.0,0.0,48.0,81.0,132.0,38.6,999.0,2956.0,655.0,759.0,1871.0,2502.0,2270.0,774.0,686.0,1278.0,942.0,493.0,69.9,4053.0,71800.0,6954.0,4845.0,1763.0,6608.0,4394.0,3636.0,573.0,2214.0,1888.0,2.39,2.94,15779.0,90.2,19.9,7402.0,11575.0,411.222222222,643.055555556
146,50036,18,4831,2015,224,2224.13,191.8,50036,16185.0,39966.0,19901.0,15932.0,56.0,35.0,33.0,0.0,48.0,81.0,132.0,38.6,999.0,2956.0,655.0,759.0,1871.0,2502.0,2270.0,774.0,686.0,1278.0,942.0,493.0,69.9,4053.0,71800.0,6954.0,4845.0,1763.0,6608.0,4394.0,3636.0,573.0,2214.0,1888.0,2.39,2.94,15779.0,90.2,19.9,7402.0,11575.0,411.222222222,643.055555556
148,50036,18,4930,2015,274,2837.16,221.2,50036,16185.0,39966.0,19901.0,15932.0,56.0,35.0,33.0,0.0,48.0,81.0,132.0,38.6,999.0,2956.0,655.0,759.0,1871.0,2502.0,2270.0,774.0,686.0,1278.0,942.0,493.0,69.9,4053.0,71800.0,6954.0,4845.0,1763.0,6608.0,4394.0,3636.0,573.0,2214.0,1888.0,2.39,2.94,15779.0,90.2,19.9,7402.0,11575.0,411.222222222,643.055555556
150,50044,2,4789,2015,384,1826.94,207.0,50044,1084.0,33403.0,19236.0,1069.0,0.0,1.0,3.0,0.0,0.0,11.0,2.0,38.1,59.0,228.0,41.0,45.0,113.0,167.0,150.0,73.0,38.0,97.0,56.0,17.0,66.4,205.0,50200.0,459.0,349.0,75.0,424.0,311.0,252.0,29.0,113.0,104.0,2.56,3.02,1122.0,82.5,5.4,475.0,756.0,237.5,378.0
152,50046,2,4940,2015,121,1425.39,110.46,50046,1390.0,46912.0,20057.0,1347.0,9.0,3.0,6.0,0.0,5.0,20.0,24.0,36.0,102.0,277.0,47.0,61.0,186.0,240.0,197.0,74.0,55.0,81.0,54.0,16.0,73.4,292.0,88500.0,545.0,440.0,81.0,521.0,383.0,330.0,39.0,138.0,103.0,2.67,3.09,1367.0,93.4,21.1,684.0,964.0,342.0,482.0
154,50047,4,5050,2015,1723,23639.01,2137.0,50047,5092.0,49028.0,20728.0,4985.0,12.0,15.0,19.0,2.0,20.0,39.0,58.0,37.2,364.0,985.0,198.0,192.0,645.0,777.0,798.0,245.0,230.0,339.0,230.0,89.0,69.1,1160.0,98400.0,2009.0,1566.0,373.0,1939.0,1448.0,1217.0,181.0,491.0,407.0,2.58,3.0,4959.0,83.8,19.3,2412.0,3545.0,603.0,886.25
156,50047,4,5109,2015,417,2231.37,174.97,50047,5092.0,49028.0,20728.0,4985.0,12.0,15.0,19.0,2.0,20.0,39.0,58.0,37.2,364.0,985.0,198.0,192.0,645.0,777.0,798.0,245.0,230.0,339.0,230.0,89.0,69.1,1160.0,98400.0,2009.0,1566.0,373.0,1939.0,1448.0,1217.0,181.0,491.0,407.0,2.58,3.0,4959.0,83.8,19.3,2412.0,3545.0,603.0,886.25
158,50048,2,4416,2015,420,4060.65,257.2,50048,973.0,36776.0,15939.0,961.0,0.0,0.0,0.0,0.0,9.0,3.0,20.0,40.7,60.0,181.0,31.0,25.0,89.0,166.0,129.0,48.0,48.0,103.0,76.0,17.0,67.0,212.0,40300.0,445.0,311.0,86.0,397.0,281.0,242.0,25.0,116.0,97.0,2.45,2.93,1027.0,86.3,8.8,409.0,701.0,204.5,350.5
160,50049,5,2551,2015,2538,32477.18,2362.04,50049,6859.0,30569.0,15237.0,6748.0,7.0,9.0,21.0,0.0,28.0,46.0,60.0,39.9,423.0,1334.0,253.0,252.0,709.0,940.0,865.0,369.0,344.0,624.0,471.0,275.0,62.0,1537.0,54100.0,3065.0,2109.0,655.0,2764.0,1826.0,1526.0,219.0,938.0,824.0,2.41,3.0,6646.0,78.6,12.3,2766.0,4849.0,553.2,969.8
162,50049,5,4720,2015,294,4291.02,259.5,50049,6859.0,30569.0,15237.0,6748.0,7.0,9.0,21.0,0.0,28.0,46.0,60.0,39.9,423.0,1334.0,253.0,252.0,709.0,940.0,865.0,369.0,344.0,624.0,471.0,275.0,62.0,1537.0,54100.0,3065.0,2109.0,655.0,2764.0,1826.0,1526.0,219.0,938.0,824.0,2.41,3.0,6646.0,78.6,12.3,2766.0,4849.0,553.2,969.8
165,50054,4,3041,2015,782,8266.29,783.98,50054,3627.0,41425.0,18941.0,3558.0,11.0,11.0,4.0,0.0,16.0,27.0,45.0,36.6,234.0,798.0,109.0,154.0,426.0,620.0,493.0,181.0,157.0,268.0,141.0,46.0,71.8,832.0,80900.0,1465.0,1117.0,246.0,1363.0,999.0,859.0,87.0,364.0,323.0,2.6,3.09,3652.0,87.0,13.8,1693.0,2486.0,423.25,621.5
167,50054,4,4429,2015,395,4482.9,283.13,50054,3627.0,41425.0,18941.0,3558.0,11.0,11.0,4.0,0.0,16.0,27.0,45.0,36.6,234.0,798.0,109.0,154.0,426.0,620.0,493.0,181.0,157.0,268.0,141.0,46.0,71.8,832.0,80900.0,1465.0,1117.0,246.0,1363.0,999.0,859.0,87.0,364.0,323.0,2.6,3.09,3652.0,87.0,13.8,1693.0,2486.0,423.25,621.5
169,50056,2,4549,2015,300,3042.18,289.5,50056,1484.0,41033.0,19441.0,1456.0,8.0,3.0,6.0,0.0,3.0,8.0,3.0,36.2,93.0,321.0,52.0,70.0,176.0,255.0,207.0,50.0,52.0,115.0,74.0,19.0,73.7,339.0,81800.0,587.0,465.0,96.0,561.0,421.0,371.0,32.0,140.0,114.0,2.65,3.05,1501.0,93.9,20.4,708.0,1018.0,354.0,509.0
171,50058,3,4881,2015,583,6899.61,556.95,50058,2061.0,33854.0,16948.0,2036.0,8.0,2.0,3.0,0.0,7.0,5.0,33.0,41.8,107.0,392.0,84.0,70.0,168.0,317.0,262.0,115.0,104.0,202.0,157.0,83.0,62.4,450.0,59800.0,896.0,617.0,218.0,835.0,556.0,482.0,49.0,279.0,249.0,2.41,3.01,2010.0,83.5,14.0,817.0,1478.0,272.333333333,492.666666667
172,50058,3,5203,2015,82,928.49,79.5,50058,2061.0,33854.0,16948.0,2036.0,8.0,2.0,3.0,0.0,7.0,5.0,33.0,41.8,107.0,392.0,84.0,70.0,168.0,317.0,262.0,115.0,104.0,202.0,157.0,83.0,62.4,450.0,59800.0,896.0,617.0,218.0,835.0,556.0,482.0,49.0,279.0,249.0,2.41,3.01,2010.0,83.5,14.0,817.0,1478.0,272.333333333,492.666666667
174,50060,2,2669,2015,666,8603.63,691.75,50060,2605.0,30086.0,17482.0,2580.0,3.0,1.0,2.0,2.0,4.0,13.0,10.0,44.5,125.0,478.0,74.0,74.0,203.0,365.0,314.0,153.0,130.0,274.0,269.0,146.0,59.0,599.0,46100.0,1252.0,850.0,252.0,1102.0,738.0,634.0,66.0,364.0,342.0,2.28,2.83,2472.0,84.8,15.9,956.0,1928.0,478.0,964.0
176,50061,2,9013,2015,228,2217.48,171.0,50061,1217.0,73309.0,40901.0,1195.0,4.0,4.0,8.0,0.0,0.0,6.0,7.0,39.3,73.0,230.0,50.0,59.0,93.0,237.0,242.0,70.0,53.0,70.0,27.0,13.0,75.1,277.0,186200.0,460.0,393.0,42.0,435.0,361.0,327.0,17.0,74.0,57.0,2.69,2.95,1148.0,94.9,37.3,631.0,864.0,315.5,432.0
178,50069,4,4411,2015,519,6347.84,517.08,50069,1008.0,48882.0,17447.0,1000.0,0.0,1.0,2.0,0.0,1.0,4.0,7.0,33.5,93.0,199.0,33.0,48.0,157.0,169.0,146.0,55.0,36.0,51.0,20.0,1.0,80.1,206.0,87800.0,400.0,322.0,51.0,373.0,283.0,244.0,31.0,90.0,65.0,2.7,3.1,1015.0,92.8,13.3,520.0,683.0,130.0,170.75
180,50069,4,4792,2015,246,1806.12,152.1,50069,1008.0,48882.0,17447.0,1000.0,0.0,1.0,2.0,0.0,1.0,4.0,7.0,33.5,93.0,199.0,33.0,48.0,157.0,169.0,146.0,55.0,36.0,51.0,20.0,1.0,80.1,206.0,87800.0,400.0,322.0,51.0,373.0,283.0,244.0,31.0,90.0,65.0,2.7,3.1,1015.0,92.8,13.3,520.0,683.0,130.0,170.75
182,50071,2,4515,2015,174,1821.3,124.8,50071,1249.0,32262.0,16836.0,1172.0,0.0,1.0,7.0,0.0,65.0,4.0,99.0,44.9,50.0,194.0,46.0,33.0,131.0,172.0,190.0,79.0,64.0,132.0,109.0,49.0,61.4,295.0,35200.0,602.0,405.0,132.0,537.0,351.0,303.0,36.0,186.0,171.0,2.26,2.78,1193.0,84.9,12.4,526.0,959.0,263.0,479.5
184,50072,2,4872,2015,261,2854.65,272.97,50072,2398.0,48696.0,21533.0,2364.0,5.0,5.0,6.0,0.0,2.0,16.0,20.0,35.8,191.0,498.0,69.0,79.0,332.0,416.0,317.0,106.0,89.0,145.0,109.0,47.0,75.1,466.0,97000.0,936.0,724.0,163.0,887.0,677.0,602.0,51.0,210.0,183.0,2.67,3.1,2426.0,90.7,17.3,1144.0,1640.0,572.0,820.0
186,50075,2,4395,2015,519,6228.02,510.57,50075,882.0,32750.0,15926.0,830.0,0.0,7.0,5.0,0.0,33.0,7.0,63.0,35.5,64.0,181.0,40.0,36.0,111.0,145.0,99.0,25.0,35.0,75.0,56.0,15.0,69.6,162.0,72700.0,356.0,242.0,96.0,338.0,243.0,206.0,30.0,95.0,79.0,2.61,3.07,840.0,84.6,18.9,391.0,597.0,195.5,298.5
188,50076,2,4523,2015,276,2869.68,273.0,50076,1532.0,30061.0,15392.0,1514.0,2.0,2.0,7.0,0.0,0.0,7.0,8.0,44.9,73.0,297.0,29.0,36.0,141.0,193.0,193.0,99.0,74.0,163.0,156.0,78.0,63.8,360.0,40400.0,697.0,513.0,132.0,645.0,426.0,366.0,41.0,219.0,199.0,2.29,2.86,1451.0,80.9,11.0,563.0,1133.0,281.5,566.5
190,50107,2,4521,2015,292,2893.69,256.5,50107,1262.0,31488.0,14603.0,1239.0,1.0,0.0,2.0,0.0,10.0,10.0,14.0,35.1,92.0,290.0,50.0,41.0,157.0,191.0,128.0,61.0,51.0,100.0,79.0,22.0,61.0,286.0,40800.0,535.0,349.0,133.0,482.0,340.0,279.0,37.0,142.0,127.0,2.62,3.18,1247.0,84.1,11.9,517.0,830.0,258.5,415.0
192,50109,2,4873,2015,404,3770.35,326.36,50109,1738.0,65417.0,28789.0,1717.0,5.0,0.0,10.0,0.0,3.0,3.0,12.0,37.9,107.0,374.0,56.0,43.0,180.0,354.0,255.0,105.0,57.0,99.0,66.0,42.0,71.2,463.0,131600.0,667.0,542.0,98.0,640.0,496.0,429.0,42.0,144.0,130.0,2.64,3.05,1770.0,92.3,30.7,832.0,1201.0,416.0,600.5
194,50111,12,4136,2015,1064,16230.81,1136.1,50111,5646.0,57886.0,24862.0,5493.0,20.0,12.0,47.0,0.0,16.0,58.0,59.0,31.3,582.0,1266.0,153.0,224.0,1015.0,1143.0,644.0,149.0,145.0,173.0,125.0,27.0,83.7,1287.0,123200.0,2158.0,1705.0,372.0,2077.0,1592.0,1307.0,218.0,485.0,400.0,2.72,3.14,5698.0,96.0,33.2,3026.0,3645.0,252.166666667,303.75
196,50111,12,4209,2015,4230,64904.34,4753.5,50111,5646.0,57886.0,24862.0,5493.0,20.0,12.0,47.0,0.0,16.0,58.0,59.0,31.3,582.0,1266.0,153.0,224.0,1015.0,1143.0,644.0,149.0,145.0,173.0,125.0,27.0,83.7,1287.0,123200.0,2158.0,1705.0,372.0,2077.0,1592.0,1307.0,218.0,485.0,400.0,2.72,3.14,5698.0,96.0,33.2,3026.0,3645.0,252.166666667,303.75
198,50111,12,4344,2015,1356,18591.39,1192.56,50111,5646.0,57886.0,24862.0,5493.0,20.0,12.0,47.0,0.0,16.0,58.0,59.0,31.3,582.0,1266.0,153.0,224.0,1015.0,1143.0,644.0,149.0,145.0,173.0,125.0,27.0,83.7,1287.0,123200.0,2158.0,1705.0,372.0,2077.0,1592.0,1307.0,218.0,485.0,400.0,2.72,3.14,5698.0,96.0,33.2,3026.0,3645.0,252.166666667,303.75
200,50111,12,4374,2015,401,3908.01,289.62,50111,5646.0,57886.0,24862.0,5493.0,20.0,12.0,47.0,0.0,16.0,58.0,59.0,31.3,582.0,1266.0,153.0,224.0,1015.0,1143.0,644.0,149.0,145.0,173.0,125.0,27.0,83.7,1287.0,123200.0,2158.0,1705.0,372.0,2077.0,1592.0,1307.0,218.0,485.0,400.0,2.72,3.14,5698.0,96.0,33.2,3026.0,3645.0,252.166666667,303.75
202,50111,12,4375,2015,461,5021.32,365.93,50111,5646.0,57886.0,24862.0,5493.0,20.0,12.0,47.0,0.0,16.0,58.0,59.0,31.3,582.0,1266.0,153.0,224.0,1015.0,1143.0,644.0,149.0,145.0,173.0,125.0,27.0,83.7,1287.0,123200.0,2158.0,1705.0,372.0,2077.0,1592.0,1307.0,218.0,485.0,400.0,2.72,3.14,5698.0,96.0,33.2,3026.0,3645.0,252.166666667,303.75
204,50111,12,4661,2015,538,3751.33,314.72,50111,5646.0,57886.0,24862.0,5493.0,20.0,12.0,47.0,0.0,16.0,58.0,59.0,31.3,582.0,1266.0,153.0,224.0,1015.0,1143.0,644.0,149.0,145.0,173.0,125.0,27.0,83.7,1287.0,123200.0,2158.0,1705.0,372.0,2077.0,1592.0,1307.0,218.0,485.0,400.0,2.72,3.14,5698.0,96.0,33.2,3026.0,3645.0,252.166666667,303.75
206,50112,14,2579,2015,2054,30280.1,1977.6,50112,11359.0,37452.0,18382.0,10863.0,97.0,30.0,193.0,9.0,34.0,133.0,146.0,36.3,612.0,1873.0,1084.0,841.0,1086.0,1570.0,1360.0,489.0,468.0,850.0,741.0,385.0,67.1,2373.0,91100.0,4621.0,2966.0,1374.0,4340.0,2743.0,2271.0,368.0,1597.0,1348.0,2.31,2.88,10007.0,85.9,23.4,4857.0,7790.0,346.928571429,556.428571429
208,50112,14,3054,2015,777,12569.81,733.39,50112,11359.0,37452.0,18382.0,10863.0,97.0,30.0,193.0,9.0,34.0,133.0,146.0,36.3,612.0,1873.0,1084.0,841.0,1086.0,1570.0,1360.0,489.0,468.0,850.0,741.0,385.0,67.1,2373.0,91100.0,4621.0,2966.0,1374.0,4340.0,2743.0,2271.0,368.0,1597.0,1348.0,2.31,2.88,10007.0,85.9,23.4,4857.0,7790.0,346.928571429,556.428571429
210,50112,14,3888,2015,1386,20069.4,1543.5,50112,11359.0,37452.0,18382.0,10863.0,97.0,30.0,193.0,9.0,34.0,133.0,146.0,36.3,612.0,1873.0,1084.0,841.0,1086.0,1570.0,1360.0,489.0,468.0,850.0,741.0,385.0,67.1,2373.0,91100.0,4621.0,2966.0,1374.0,4340.0,2743.0,2271.0,368.0,1597.0,1348.0,2.31,2.88,10007.0,85.9,23.4,4857.0,7790.0,346.928571429,556.428571429
212,50112,14,4185,2015,1038,14207.93,1320.5,50112,11359.0,37452.0,18382.0,10863.0,97.0,30.0,193.0,9.0,34.0,133.0,146.0,36.3,612.0,1873.0,1084.0,841.0,1086.0,1570.0,1360.0,489.0,468.0,850.0,741.0,385.0,67.1,2373.0,91100.0,4621.0,2966.0,1374.0,4340.0,2743.0,2271.0,368.0,1597.0,1348.0,2.31,2.88,10007.0,85.9,23.4,4857.0,7790.0,346.928571429,556.428571429
214,50112,14,4345,2015,1525,15088.32,919.79,50112,11359.0,37452.0,18382.0,10863.0,97.0,30.0,193.0,9.0,34.0,133.0,146.0,36.3,612.0,1873.0,1084.0,841.0,1086.0,1570.0,1360.0,489.0,468.0,850.0,741.0,385.0,67.1,2373.0,91100.0,4621.0,2966.0,1374.0,4340.0,2743.0,2271.0,368.0,1597.0,1348.0,2.31,2.88,10007.0,85.9,23.4,4857.0,7790.0,346.928571429,556.428571429
216,50112,14,4364,2015,189,2711.61,122.25,50112,11359.0,37452.0,18382.0,10863.0,97.0,30.0,193.0,9.0,34.0,133.0,146.0,36.3,612.0,1873.0,1084.0,841.0,1086.0,1570.0,1360.0,489.0,468.0,850.0,741.0,385.0,67.1,2373.0,91100.0,4621.0,2966.0,1374.0,4340.0,2743.0,2271.0,368.0,1597.0,1348.0,2.31,2.88,10007.0,85.9,23.4,4857.0,7790.0,346.928571429,556.428571429
218,50112,14,4365,2015,331,3660.37,259.1,50112,11359.0,37452.0,18382.0,10863.0,97.0,30.0,193.0,9.0,34.0,133.0,146.0,36.3,612.0,1873.0,1084.0,841.0,1086.0,1570.0,1360.0,489.0,468.0,850.0,741.0,385.0,67.1,2373.0,91100.0,4621.0,2966.0,1374.0,4340.0,2743.0,2271.0,368.0,1597.0,1348.0,2.31,2.88,10007.0,85.9,23.4,4857.0,7790.0,346.928571429,556.428571429
