member_number,date_joined,date_expired,status,member_level,2016 Full Year Member
20494,2011,2013,Expired,Primary,No
20495,2011,2012,Expired,Primary,No
20497,2011,2018,Active,Primary,Yes
20498,2011,2012,Expired,Primary,No
20499,2011,2012,Expired,Primary,No
20500,2011,2016,Expired,Primary,Yes
20501,2011,2012,Expired,Primary,No
20502,2011,2012,Expired,Primary,No
20504,2011,2012,Expired,Primary,No
20505,2011,2012,Expired,Primary,No
20506,2011,2015,Expired,Primary,No
20507,2011,2012,Expired,Primary,No
20509,2011,2015,Expired,Primary,No
20510,2011,2012,Expired,Primary,No
20511,2011,2012,Expired,Primary,No
20512,2011,2017,Active,Primary,Yes
20514,2011,2012,Expired,Primary,No
20515,2011,2012,Expired,Primary,No
20516,2011,2014,Expired,Primary,No
20517,2011,2012,Expired,Primary,No
20518,2011,2012,Expired,Primary,No
20519,2011,2018,Active,Primary,Yes
20520,2011,2012,Expired,Primary,No
20522,2011,2014,Expired,Primary,No
20523,2011,2017,Active,Primary,Yes
20524,2011,2017,Active,Primary,Yes
20525,2011,2014,Expired,Primary,No
20526,2011,2018,Active,Primary,Yes
20527,2011,2017,Active,Primary,Yes
20528,2011,2012,Expired,Primary,No
20529,2011,2012,Expired,Primary,No
20530,2011,2017,Active,Primary,Yes
20531,2011,2012,Expired,Primary,No
20532,2011,2012,Expired,Primary,No
20533,2011,2013,Expired,Primary,No
20535,2011,2017,Active,Primary,Yes
20536,2011,2012,Expired,Primary,No
20537,2011,2013,Expired,Primary,No
20539,2011,2014,Expired,Primary,No
20540,2011,2016,Expired,Primary,Yes
20541,2011,2016,Expired,Primary,Yes
20542,2011,2013,Expired,Primary,No
20543,2011,2016,Expired,Primary,Yes
20544,2011,2014,Expired,Primary,No
20545,2011,2015,Expired,Primary,No
20546,2011,2013,Expired,Primary,No
20547,2011,2013,Expired,Primary,No
20548,2011,2013,Expired,Primary,No
20549,2011,2012,Expired,Primary,No
20550,2011,2016,Expired,Primary,Yes
20551,2011,2013,Expired,Primary,No
20553,2011,2013,Expired,Primary,No
20554,2011,2016,Expired,Primary,Yes
20555,2011,2013,Expired,Primary,No
20556,2011,2012,Expired,Primary,No
20558,2011,2019,Active,Primary,Yes
20559,2011,2016,Active,Primary,Yes
20560,2011,2012,Expired,Primary,No
20561,2011,2013,Expired,Primary,No
20564,2011,2015,Expired,Primary,No
20567,2011,2012,Expired,Primary,No
20568,2011,2012,Expired,Primary,No
20569,2011,2014,Expired,Primary,No
20571,2011,2012,Expired,Primary,No
20572,2011,2014,Expired,Primary,No
20574,2011,2012,Expired,Primary,No
20575,2011,2012,Expired,Primary,No
20576,2011,2017,Active,Primary,Yes
20577,2011,2012,Expired,Primary,No
20579,2011,2012,Expired,Primary,No
20581,2011,2012,Expired,Primary,No
20582,2011,2012,Expired,Primary,No
20585,2011,2013,Expired,Primary,No
20587,2011,2015,Expired,Primary,No
20588,2011,2012,Expired,Primary,No
20589,2011,2012,Expired,Primary,No
20590,2011,2012,Expired,Primary,No
20591,2011,2012,Expired,Primary,No
20592,2011,2012,Expired,Primary,No
20593,2011,2013,Expired,Primary,No
20594,2011,2012,Expired,Primary,No
20597,2011,2013,Expired,Primary,No
20598,2011,2012,Expired,Primary,No
20599,2011,2013,Expired,Primary,No
20600,2011,2015,Expired,Primary,No
20601,2011,2017,Active,Primary,Yes
20602,2011,2012,Expired,Primary,No
20603,2011,2016,Expired,Primary,Yes
20605,2011,2012,Expired,Primary,No
20606,2011,2017,Active,Primary,Yes
20607,2011,2012,Expired,Primary,No
20608,2011,2013,Expired,Primary,No
20609,2011,2012,Expired,Primary,No
20610,2011,2017,Active,Primary,Yes
20611,2011,2012,Expired,Primary,No
20612,2011,2013,Expired,Primary,No
20613,2011,2013,Expired,Primary,No
20614,2011,2016,Expired,Primary,Yes
20615,2011,2013,Expired,Primary,No
20616,2011,2017,Active,Primary,Yes
20617,2011,2018,Active,Primary,Yes
20618,2011,2016,Expired,Primary,Yes
20619,2011,2018,Active,Primary,Yes
20621,2011,2014,Expired,Primary,No
20622,2011,2015,Expired,Primary,No
20623,2011,2018,Active,Primary,Yes
20625,2011,2012,Expired,Primary,No
20627,2011,2012,Expired,Primary,No
20628,2011,2012,Expired,Primary,No
20629,2011,2012,Expired,Primary,No
20631,2011,2012,Expired,Primary,No
20632,2011,2017,Active,Primary,Yes
20633,2011,2012,Expired,Primary,No
20635,2011,2013,Expired,Primary,No
20636,2011,2012,Expired,Primary,No
20637,2011,2012,Expired,Primary,No
20638,2011,2016,Expired,Primary,Yes
20639,2011,2013,Expired,Primary,No
20640,2011,2013,Expired,Primary,No
20641,2011,2014,Expired,Primary,No
20642,2011,2016,Expired,Primary,Yes
20643,2011,2012,Expired,Primary,No
20644,2011,2012,Expired,Primary,No
20646,2011,2017,Active,Primary,Yes
20647,2011,2012,Expired,Primary,No
20648,2011,2015,Expired,Primary,No
20649,2011,2014,Expired,Primary,No
20650,2011,2012,Expired,Primary,No
20651,2011,2013,Expired,Primary,No
20652,2011,2012,Expired,Primary,No
20653,2011,2012,Expired,Primary,No
20654,2011,2013,Expired,Primary,No
20655,2011,2014,Expired,Primary,No
20656,2011,2015,Expired,Primary,No
20657,2011,2013,Expired,Primary,No
20658,2011,2015,Expired,Primary,No
20659,2011,2012,Expired,Primary,No
20660,2011,2012,Expired,Primary,No
20661,2011,2012,Expired,Primary,No
20664,2011,2014,Expired,Primary,No
20666,2011,2014,Expired,Primary,No
20667,2011,2011,Expired,Primary,No
20669,2011,2012,Expired,Primary,No
20671,2011,2014,Expired,Primary,No
20673,2011,2012,Expired,Primary,No
20674,2011,2017,Active,Primary,Yes
20675,2011,2014,Expired,Primary,No
20676,2011,2012,Expired,Primary,No
20677,2011,2013,Expired,Primary,No
20678,2011,2012,Expired,Primary,No
20679,2011,2012,Expired,Primary,No
20680,2011,2013,Expired,Primary,No
20681,2011,2017,Active,Primary,Yes
20683,2011,2014,Expired,Primary,No
20684,2011,2012,Expired,Primary,No
20688,2011,2012,Expired,Primary,No
20689,2011,2015,Expired,Primary,No
20690,2011,2012,Expired,Primary,No
20691,2011,2012,Expired,Primary,No
20692,2011,2012,Expired,Primary,No
20693,2011,2012,Expired,Primary,No
20694,2011,2012,Expired,Primary,No
20695,2011,2013,Expired,Primary,No
20696,2011,2016,Expired,Primary,Yes
20697,2011,2018,Active,Primary,Yes
20698,2011,2013,Expired,Primary,No
20700,2011,2012,Expired,Primary,No
20702,2011,2013,Expired,Primary,No
20703,2011,2015,Expired,Primary,No
20704,2011,2017,Active,Primary,Yes
20705,2011,2012,Expired,Primary,No
20706,2011,2014,Expired,Primary,No
20707,2011,2013,Expired,Primary,No
20709,2011,2016,Expired,Primary,Yes
20711,2011,2017,Active,Primary,Yes
20712,2011,2012,Expired,Primary,No
20713,2011,2014,Expired,Primary,No
20714,2011,2014,Expired,Primary,No
20715,2011,2012,Expired,Primary,No
20716,2011,2013,Expired,Primary,No
20717,2011,2017,Active,Primary,Yes
20718,2011,2016,Expired,Primary,Yes
20719,2011,2013,Expired,Primary,No
20720,2011,2012,Expired,Primary,No
20721,2011,2012,Expired,Primary,No
20722,2011,2012,Expired,Primary,No
20723,2011,2013,Expired,Primary,No
20726,2011,2012,Expired,Primary,No
20727,2011,2012,Expired,Primary,No
20728,2011,2014,Expired,Primary,No
20729,2011,2014,Expired,Primary,No
20730,2011,2012,Expired,Primary,No
20731,2011,2019,Active,Primary,Yes
20732,2011,2013,Expired,Primary,No
20733,2011,2017,Active,Primary,Yes
20734,2011,2012,Expired,Primary,No
20736,2011,2017,Active,Primary,Yes
20737,2011,2016,Expired,Primary,Yes
20738,2011,2014,Expired,Primary,No
20739,2011,2012,Expired,Primary,No
20740,2011,2015,Expired,Primary,No
20741,2011,2015,Expired,Primary,No
20742,2011,2012,Expired,Primary,No
20743,2011,2012,Expired,Primary,No
20744,2011,2014,Expired,Primary,No
20745,2011,2013,Expired,Primary,No
20748,2011,2012,Expired,Primary,No
20749,2011,2012,Expired,Primary,No
20750,2011,2014,Expired,Primary,No
20752,2011,2012,Expired,Primary,No
20753,2011,2014,Expired,Primary,No
20754,2011,2012,Expired,Primary,No
20756,2011,2016,Expired,Primary,Yes
20757,2011,2012,Expired,Primary,No
20758,2011,2012,Expired,Primary,No
20759,2011,2014,Expired,Primary,No
20761,2011,2013,Expired,Primary,No
20762,2011,2012,Expired,Primary,No
20763,2011,2015,Expired,Primary,No
20765,2011,2015,Expired,Primary,No
20766,2011,2012,Expired,Primary,No
20769,2011,2012,Expired,Primary,No
20771,2011,2016,Expired,Primary,Yes
20773,2011,2017,Active,Primary,Yes
20776,2011,2015,Expired,Primary,No
20777,2011,2014,Expired,Primary,No
20778,2011,2013,Expired,Primary,No
20780,2011,2014,Expired,Primary,No
20781,2011,2012,Expired,Primary,No
20782,2011,2017,Active,Primary,Yes
20783,2011,2012,Expired,Primary,No
20784,2011,2012,Expired,Primary,No
20785,2011,2016,Expired,Primary,Yes
20786,2011,2012,Expired,Primary,No
20787,2011,2012,Expired,Primary,No
20788,2011,2012,Expired,Primary,No
20789,2011,2012,Expired,Primary,No
20791,2011,2017,Active,Primary,Yes
20792,2011,2012,Expired,Primary,No
20793,2011,2012,Expired,Primary,No
20794,2011,2012,Expired,Primary,No
20795,2011,2015,Expired,Primary,No
20796,2011,2013,Expired,Primary,No
20798,2011,2012,Expired,Primary,No
20799,2011,2014,Expired,Primary,No
20800,2011,2015,Expired,Primary,No
20802,2011,2012,Expired,Primary,No
20803,2011,2012,Expired,Primary,No
20804,2011,2016,Expired,Primary,Yes
20805,2011,2018,Active,Primary,Yes
20807,2011,2012,Expired,Primary,No
20808,2011,2014,Expired,Primary,No
20809,2011,2013,Expired,Primary,No
20810,2011,2014,Expired,Primary,No
20811,2011,2013,Expired,Primary,No
20812,2011,2013,Expired,Primary,No
20813,2011,2015,Expired,Primary,No
20814,2011,2016,Expired,Primary,Yes
20815,2011,2012,Expired,Primary,No
20816,2011,2012,Expired,Primary,No
20819,2011,2017,Active,Primary,Yes
20820,2011,2017,Active,Primary,Yes
20821,2011,2012,Expired,Primary,No
20822,2011,2012,Expired,Primary,No
20823,2011,2012,Expired,Primary,No
20824,2011,2012,Expired,Primary,No
20825,2011,2014,Expired,Primary,No
20826,2011,2015,Expired,Primary,No
20827,2011,2012,Expired,Primary,No
20828,2011,2014,Expired,Primary,No
20829,2011,2014,Expired,Primary,No
20830,2011,2012,Expired,Primary,No
20831,2011,2012,Expired,Primary,No
20832,2011,2017,Active,Primary,Yes
20833,2011,2016,Expired,Primary,Yes
20834,2011,2017,Active,Primary,Yes
20835,2011,2016,Expired,Primary,Yes
20836,2011,2015,Expired,Primary,No
20837,2011,2019,Active,Primary,Yes
20839,2011,2013,Expired,Primary,No
20840,2011,2015,Expired,Primary,No
20841,2011,2016,Expired,Primary,Yes
20842,2011,2015,Expired,Primary,No
20843,2011,2015,Expired,Primary,No
20844,2011,2016,Expired,Primary,Yes
20845,2011,2012,Expired,Primary,No
20846,2011,2012,Expired,Primary,No
20847,2011,2012,Expired,Primary,No
20849,2011,2012,Expired,Primary,No
20851,2011,2013,Expired,Primary,No
20852,2011,2013,Expired,Primary,No
20853,2011,2013,Expired,Primary,No
20854,2011,2014,Expired,Primary,No
20855,2011,2012,Expired,Primary,No
20857,2011,2017,Active,Primary,Yes
20858,2011,2014,Expired,Primary,No
20859,2011,2012,Expired,Primary,No
20861,2011,2012,Expired,Primary,No
20862,2011,2015,Expired,Primary,No
20863,2011,2013,Expired,Primary,No
20864,2011,2017,Active,Primary,Yes
20865,2011,2015,Expired,Primary,No
20866,2011,2012,Expired,Primary,No
20867,2011,2012,Expired,Primary,No
20868,2011,2017,Active,Primary,Yes
20869,2011,2016,Active,Primary,Yes
20870,2011,2015,Expired,Primary,No
20871,2011,2012,Expired,Primary,No
20872,2011,2014,Expired,Primary,No
20873,2011,2013,Expired,Primary,No
20874,2011,2012,Expired,Primary,No
20875,2011,2016,Expired,Primary,Yes
20876,2011,2012,Expired,Primary,No
20877,2011,2016,Expired,Primary,Yes
20878,2011,2016,Expired,Primary,Yes
20879,2011,2012,Expired,Primary,No
20880,2011,2012,Expired,Primary,No
20882,2011,2015,Expired,Primary,No
20883,2011,2012,Expired,Primary,No
20885,2011,2014,Expired,Primary,No
20886,2011,2017,Active,Primary,Yes
20887,2011,2012,Expired,Primary,No
20888,2011,2012,Expired,Primary,No
20889,2011,2017,Active,Primary,Yes
20890,2011,2015,Expired,Primary,No
20891,2011,2018,Active,Primary,Yes
20892,2011,2012,Expired,Primary,No
20893,2011,2015,Expired,Primary,No
20895,2011,2012,Expired,Primary,No
20896,2011,2012,Expired,Primary,No
20898,2011,2017,Active,Primary,Yes
20900,2011,2012,Expired,Primary,No
20901,2011,2017,Active,Primary,Yes
20903,2011,2012,Expired,Primary,No
20905,2011,2012,Expired,Primary,No
20906,2011,2014,Expired,Primary,No
20908,2011,2015,Expired,Primary,No
20910,2011,2016,Expired,Primary,Yes
20911,2011,2015,Expired,Primary,No
20912,2011,2013,Expired,Primary,No
20913,2011,2013,Expired,Primary,No
20917,2011,2012,Expired,Primary,No
20918,2011,2012,Expired,Primary,No
20920,2011,2012,Expired,Primary,No
20921,2011,2012,Expired,Primary,No
20922,2011,2015,Expired,Primary,No
20923,2011,2015,Expired,Primary,No
20925,2011,2012,Expired,Primary,No
20926,2011,2012,Expired,Primary,No
20927,2011,2015,Expired,Primary,No
20928,2011,2012,Expired,Primary,No
20929,2011,2012,Expired,Primary,No
20930,2011,2017,Active,Primary,Yes
20931,2011,2017,Active,Primary,Yes
20932,2011,2012,Expired,Primary,No
20933,2011,2013,Expired,Primary,No
20934,2011,2015,Expired,Primary,No
20935,2011,2016,Expired,Primary,Yes
20936,2011,2017,Active,Primary,Yes
20937,2011,2012,Expired,Primary,No
20938,2011,2013,Expired,Primary,No
20939,2011,2015,Expired,Primary,No
20940,2011,2016,Expired,Primary,Yes
20941,2011,2012,Expired,Primary,No
20942,2011,2012,Expired,Primary,No
20943,2011,2015,Expired,Primary,No
20944,2011,2013,Expired,Primary,No
20945,2011,2012,Expired,Primary,No
20946,2011,2015,Expired,Primary,No
20947,2011,2013,Expired,Primary,No
20948,2011,2012,Expired,Primary,No
20949,2011,2017,Active,Primary,Yes
20950,2011,2017,Active,Primary,Yes
20952,2011,2012,Expired,Primary,No
20953,2011,2015,Expired,Primary,No
20954,2011,2012,Expired,Primary,No
20955,2011,2012,Expired,Primary,No
20956,2011,2012,Expired,Primary,No
20957,2011,2012,Expired,Primary,No
20958,2011,2012,Expired,Primary,No
20959,2011,2017,Active,Primary,Yes
20960,2011,2012,Expired,Primary,No
20961,2011,2015,Expired,Primary,No
20962,2011,2012,Expired,Primary,No
20963,2011,2013,Expired,Primary,No
20964,2011,2012,Expired,Primary,No
20965,2011,2017,Active,Primary,Yes
20966,2011,2012,Expired,Primary,No
20968,2011,2012,Expired,Primary,No
20969,2011,2017,Active,Primary,Yes
20970,2011,2017,Active,Primary,Yes
20971,2011,2018,Active,Primary,Yes
20972,2011,2012,Expired,Primary,No
20973,2011,2017,Active,Primary,Yes
20974,2011,2012,Expired,Primary,No
20975,2011,2013,Expired,Primary,No
20976,2011,2017,Active,Primary,Yes
20977,2011,2012,Expired,Primary,No
20978,2011,2012,Expired,Primary,No
20979,2011,2013,Expired,Primary,No
20982,2011,2016,Expired,Primary,Yes
20983,2011,2017,Active,Primary,Yes
20985,2011,2016,Expired,Primary,Yes
20986,2011,2012,Expired,Primary,No
20987,2011,2012,Expired,Primary,No
20988,2011,2013,Expired,Primary,No
20989,2011,2017,Active,Primary,Yes
20990,2011,2016,Expired,Primary,Yes
20992,2011,2016,Expired,Primary,Yes
20993,2011,2012,Expired,Primary,No
20994,2011,2012,Expired,Primary,No
20995,2011,2012,Expired,Primary,No
20996,2011,2012,Expired,Primary,No
20997,2011,2012,Expired,Primary,No
20998,2011,2012,Expired,Primary,No
20999,2011,2015,Expired,Primary,No
21001,2011,2013,Expired,Primary,No
21002,2011,2016,Expired,Primary,Yes
21003,2011,2012,Expired,Primary,No
21004,2011,2016,Expired,Primary,Yes
21005,2011,2012,Expired,Primary,No
21008,2011,2012,Expired,Primary,No
21010,2011,2012,Expired,Primary,No
21011,2011,2017,Active,Primary,Yes
21012,2011,2017,Active,Primary,Yes
21013,2011,2012,Expired,Primary,No
21014,2011,2017,Active,Primary,Yes
21015,2011,2012,Expired,Primary,No
21016,2011,2013,Expired,Primary,No
21017,2011,2014,Expired,Primary,No
21018,2011,2014,Expired,Primary,No
21019,2011,2012,Expired,Primary,No
21023,2011,2017,Active,Primary,Yes
21024,2011,2012,Expired,Primary,No
21025,2011,2013,Expired,Primary,No
21026,2011,2016,Expired,Primary,Yes
21028,2011,2012,Expired,Primary,No
21029,2011,2012,Expired,Primary,No
21030,2011,2012,Expired,Primary,No
21031,2011,2017,Active,Primary,Yes
21032,2011,2012,Expired,Primary,No
21033,2011,2018,Active,Primary,Yes
21034,2011,2012,Expired,Primary,No
21036,2011,2012,Expired,Primary,No
21037,2011,2015,Expired,Primary,No
21039,2011,2016,Expired,Primary,Yes
21040,2011,2014,Expired,Primary,No
21041,2011,2012,Expired,Primary,No
21042,2011,2012,Expired,Primary,No
21043,2011,2013,Expired,Primary,No
21044,2011,2012,Expired,Primary,No
21046,2011,2012,Expired,Primary,No
21047,2011,2012,Expired,Primary,No
21048,2011,2014,Expired,Primary,No
21049,2011,2012,Expired,Primary,No
21050,2011,2015,Expired,Primary,No
21051,2011,2014,Expired,Primary,No
21052,2011,2012,Expired,Primary,No
21053,2011,2013,Expired,Primary,No
21054,2011,2013,Expired,Primary,No
21056,2011,2012,Expired,Primary,No
21057,2011,2014,Expired,Primary,No
21058,2011,2017,Active,Primary,Yes
21059,2011,2012,Expired,Primary,No
21060,2011,2013,Expired,Primary,No
21062,2011,2018,Active,Primary,Yes
21063,2011,2014,Expired,Primary,No
21064,2011,2012,Expired,Primary,No
21065,2011,2012,Expired,Primary,No
21067,2011,2013,Expired,Primary,No
21068,2011,2013,Expired,Primary,No
21069,2011,2015,Expired,Primary,No
21071,2011,2017,Active,Primary,Yes
21072,2011,2017,Active,Primary,Yes
21073,2011,2012,Expired,Primary,No
21074,2011,2012,Expired,Primary,No
21077,2011,2013,Expired,Primary,No
21079,2011,2012,Expired,Primary,No
21080,2011,2017,Active,Primary,Yes
21081,2011,2014,Expired,Primary,No
21082,2011,2013,Expired,Primary,No
21083,2011,2017,Active,Primary,Yes
21084,2011,2013,Expired,Primary,No
21085,2011,2012,Expired,Primary,No
21087,2011,2015,Expired,Primary,No
21088,2011,2016,Active,Primary,Yes
21089,2011,2014,Expired,Primary,No
21090,2011,2014,Expired,Primary,No
21091,2011,2015,Expired,Primary,No
21093,2011,2012,Expired,Primary,No
21094,2011,2014,Expired,Primary,No
21096,2011,2012,Expired,Primary,No
21098,2011,2012,Expired,Primary,No
21099,2011,2012,Expired,Primary,No
21100,2011,2014,Expired,Primary,No
21101,2011,2017,Active,Primary,Yes
21102,2011,2013,Expired,Primary,No
21103,2011,2012,Expired,Primary,No
21104,2011,2012,Expired,Primary,No
21105,2011,2014,Expired,Primary,No
21107,2011,2012,Expired,Primary,No
21109,2011,2012,Expired,Primary,No
21110,2011,2012,Expired,Primary,No
21112,2011,2014,Expired,Primary,No
21113,2011,2018,Active,Primary,Yes
21114,2011,2015,Expired,Primary,No
21115,2011,2015,Expired,Primary,No
21116,2011,2013,Expired,Primary,No
21117,2011,2012,Expired,Primary,No
21119,2011,2016,Expired,Primary,Yes
21120,2011,2012,Expired,Primary,No
21121,2011,2016,Expired,Primary,Yes
21122,2011,2017,Active,Primary,Yes
21123,2011,2012,Expired,Primary,No
21124,2011,2015,Expired,Primary,No
21125,2011,2012,Expired,Primary,No
21126,2011,2012,Expired,Primary,No
21128,2011,2015,Expired,Primary,No
21129,2011,2012,Expired,Primary,No
21130,2011,2017,Active,Primary,Yes
21131,2011,2012,Expired,Primary,No
21132,2011,2013,Expired,Primary,No
21136,2011,2017,Active,Primary,Yes
21137,2011,2017,Active,Primary,Yes
21139,2011,2017,Active,Primary,Yes
21140,2011,2014,Expired,Primary,No
21141,2011,2012,Expired,Primary,No
21142,2011,2013,Expired,Primary,No
21143,2011,2015,Expired,Primary,No
21144,2011,2017,Active,Primary,Yes
21145,2011,2016,Expired,Primary,Yes
21146,2011,2012,Expired,Primary,No
21147,2011,2013,Expired,Primary,No
21148,2011,2013,Expired,Primary,No
21149,2011,2018,Active,Primary,Yes
21150,2011,2015,Expired,Primary,No
21151,2011,2017,Active,Primary,Yes
21152,2011,2012,Expired,Primary,No
21153,2011,2012,Expired,Primary,No
21154,2011,2012,Expired,Primary,No
21155,2011,2015,Expired,Primary,No
21156,2011,2012,Expired,Primary,No
21157,2011,2012,Expired,Primary,No
21159,2011,2018,Active,Primary,Yes
21160,2011,2016,Expired,Primary,Yes
21161,2011,2017,Active,Primary,Yes
21162,2011,2014,Expired,Primary,No
21163,2011,2017,Active,Primary,Yes
21164,2011,2012,Expired,Primary,No
21165,2011,2015,Expired,Primary,No
21166,2011,2016,Expired,Primary,Yes
21169,2011,2015,Expired,Primary,No
21170,2011,2015,Expired,Primary,No
21171,2011,2015,Expired,Primary,No
21172,2011,2013,Expired,Primary,No
21173,2011,2017,Active,Primary,Yes
21174,2011,2013,Expired,Primary,No
21175,2011,2018,Active,Primary,Yes
21176,2011,2012,Expired,Primary,No
21177,2011,2014,Expired,Primary,No
21178,2011,2017,Active,Primary,Yes
